Air Date,Airdate,City,Country,Day,Description,Episode,Latitude,Longitude,Month1,Month,Number of Records,Order,Region,Season,Show,Source,State,Title,Year
2/4/2008,"February 4, 2008",New Orleans,United States,4,"New Orleans, with emphasis on post-Katrina recovery, both by locals generally and by the local food industry in particular. Includes a visit with Emeril Lagasse, who is acknowledged in the episode as a favorite target of ridicule in Bourdain's early career. Local writer Chris Rose offers commentary on the city's conditions.",5,29.951066,-90.071532,2,February,1,142,North America,4,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Louisiana,New Orleans,2008
2/11/2008,"February 11, 2008",London,United Kingdom,11,"Tony visits London, and Edinburgh, United Kingdom, and meets with local chefs and raconteurs, including chefs Fergus Henderson, Marco Pierre White and Tom Kitchin. He also records a spoken-word track with the band Morcheeba.",6,51.507351,-0.127758,2,February,1,143,Europe,4,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,London/Edinburgh,2008
2/11/2008,"February 11, 2008",Edinburgh,United Kingdom,11,"Tony visits London, and Edinburgh, United Kingdom, and meets with local chefs and raconteurs, including chefs Fergus Henderson, Marco Pierre White and Tom Kitchin. He also records a spoken-word track with the band Morcheeba.",6,55.953252,-3.188267,2,February,1,144,Europe,4,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,London/Edinburgh,2008
2/18/2008,"February 18, 2008",Kingston,Jamaica,18,"Tony visits Jamaica and meets a dancehall artist as well as a Rastafarian. He has an agonizing time on an eco tour through one of Jamaica's caves. Also, he learns about coffee and shares a traditional Jamaican Sunday dinner.",7,18.017874,-76.809904,2,February,1,145,Central America,4,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Jamaica,2008
2/25/2008,"February 25, 2008",Bucharest,Romania,25,"Tony visits Transylvania and Bucharest, Romania. He is accompanied by Zamir Gotta, who is celebrating his 50th birthday. Along the way, they learn about vampires, the communist regime, and the strong cultural history of Romania. They attend a tourist-oriented Dracula-themed Halloween dinner at a castle in Transylvania, which Tony hates.",8,44.426767,26.102538,2,February,1,146,Europe,4,No Reservations,https://www.imdb.com/title/tt1189467/locations?ref_=tt_dt_dt,,Romania,2008
2/25/2008,"February 25, 2008",Brașov,Romania,25,"Tony visits Transylvania and Bucharest, Romania. He is accompanied by Zamir Gotta, who is celebrating his 50th birthday. Along the way, they learn about vampires, the communist regime, and the strong cultural history of Romania. They attend a tourist-oriented Dracula-themed Halloween dinner at a castle in Transylvania, which Tony hates.",8,45.657975,25.601198,2,February,1,147,Europe,4,No Reservations,https://www.imdb.com/title/tt1189467/locations?ref_=tt_dt_dt,,Romania,2008
3/3/2008,"March 3, 2008",Honolulu,United States,3,"Tony gets a taste of paradise as he visits the Hawaiian islands, from jet skiing on the North Shore, to a visit to Kīlauea, the world's most active volcano. He learns all about the diverse use of SPAM in Hawaiian cuisine and participates in a luau and is enjoying it.",9,21.306944,-157.858333,3,March,1,148,Oceania,4,No Reservations,https://www.imdb.com/title/tt1189464/locations?ref_=tt_dt_dt,Hawaii,Hawaii,2008
3/3/2008,"March 3, 2008",Kapolei,United States,3,"Tony gets a taste of paradise as he visits the Hawaiian islands, from jet skiing on the North Shore, to a visit to Kīlauea, the world's most active volcano. He learns all about the diverse use of SPAM in Hawaiian cuisine and participates in a luau and is enjoying it.",9,21.335391,-158.056896,3,March,1,149,Oceania,4,No Reservations,https://www.imdb.com/title/tt1189464/locations?ref_=tt_dt_dt,Hawaii,Hawaii,2008
3/3/2008,"March 3, 2008",North Shore,United States,3,"Tony gets a taste of paradise as he visits the Hawaiian islands, from jet skiing on the North Shore, to a visit to Kīlauea, the world's most active volcano. He learns all about the diverse use of SPAM in Hawaiian cuisine and participates in a luau and is enjoying it.",9,21.561657,-158.071598,3,March,1,150,Oceania,4,No Reservations,https://www.imdb.com/title/tt1189464/locations?ref_=tt_dt_dt,Hawaii,Hawaii,2008
3/3/2008,"March 3, 2008",Koloa,United States,3,"Tony gets a taste of paradise as he visits the Hawaiian islands, from jet skiing on the North Shore, to a visit to Kīlauea, the world's most active volcano. He learns all about the diverse use of SPAM in Hawaiian cuisine and participates in a luau and is enjoying it.",9,21.906667,-159.469167,3,March,1,151,Oceania,4,No Reservations,https://www.imdb.com/title/tt1189464/locations?ref_=tt_dt_dt,Hawaii,Hawaii,2008
3/10/2008,"March 10, 2008",Manhattan,United States,10,"Tony and his friend, renowned chef Éric Ripert, spend a night as line cooks at Tony's old restaurant of Brasserie Les Halles in New York City to see if they still have the skills necessary to work in a restaurant.",10,40.78306,-73.971249,3,March,1,152,North America,4,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,New York,Into the Fire NY,2008
7/7/2008,"July 7, 2008",Vientiane,Laos,7,"Tony travels to Vientiane, Laos, where he meets a man who was a victim of an unexploded American bomb and takes part in a Baci ceremony.",11,17.975706,102.633104,7,July,1,153,Asia,4,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Laos,2008
7/14/2008,"July 14, 2008",Medellín,Colombia,14,"Tony visits the cities of Medellín and Cartagena in Colombia, and learns about its tragic past as a drug capital, as well as its more hopeful future.",12,6.244203,-75.581212,7,July,1,154,South America,4,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Colombia,2008
7/14/2008,"July 14, 2008",Cartagena,Colombia,14,"Tony visits the cities of Medellín and Cartagena in Colombia, and learns about its tragic past as a drug capital, as well as its more hopeful future.",12,10.391049,-75.479426,7,July,1,155,South America,4,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Colombia,2008
7/21/2008,"July 21, 2008",Jeddah,Saudi Arabia,21,"In a special episode of No Reservations, the show ran a ""FANatic contest"", in which viewers were asked to submit a tape nominating their home town or country as a destination for a future episode of the show. The winner of the contest was Danya Alhamrani, and in this episode, Bourdain and crew visit her hometown of Jeddah, Saudi Arabia.",13,21.485811,39.192505,7,July,1,156,Middle East,4,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Saudi Arabia,2008
7/28/2008,"July 28, 2008",Cabo Polonio,Uruguay,28,"Tony travels to Uruguay with his brother to research their roots after learning that they have family connections there. They enjoy chivitos, and other local specialties.",14,-34.402302,-53.794941,7,July,1,157,South America,4,No Reservations,https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt,,Uruguay,2008
7/28/2008,"July 28, 2008",Garzón,Uruguay,28,"Tony travels to Uruguay with his brother to research their roots after learning that they have family connections there. They enjoy chivitos, and other local specialties.",14,-34.593287,-54.543036,7,July,1,158,South America,4,No Reservations,https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt,,Uruguay,2008
7/28/2008,"July 28, 2008",Jose Ignacio,Uruguay,28,"Tony travels to Uruguay with his brother to research their roots after learning that they have family connections there. They enjoy chivitos, and other local specialties.",14,-34.835915,-54.645146,7,July,1,159,South America,4,No Reservations,https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt,,Uruguay,2008
7/28/2008,"July 28, 2008",Lavalleja,Uruguay,28,"Tony travels to Uruguay with his brother to research their roots after learning that they have family connections there. They enjoy chivitos, and other local specialties.",14,-34.374324,-55.237146,7,July,1,160,South America,4,No Reservations,https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt,,Uruguay,2008
7/28/2008,"July 28, 2008",Maldonado,Uruguay,28,"Tony travels to Uruguay with his brother to research their roots after learning that they have family connections there. They enjoy chivitos, and other local specialties.",14,-34.905408,-54.950171,7,July,1,161,South America,4,No Reservations,https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt,,Uruguay,2008
7/28/2008,"July 28, 2008",Montevideo,Uruguay,28,"Tony travels to Uruguay with his brother to research their roots after learning that they have family connections there. They enjoy chivitos, and other local specialties.",14,-34.901113,-56.164531,7,July,1,162,South America,4,No Reservations,https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt,,Uruguay,2008
8/4/2008,"August 4, 2008",Green Valley,United States,4,"Tony travels through the US states of California, Arizona, New Mexico and Texas. In Phoenix, Arizona, Tony meets with rock legend Alice Cooper at Cooper's restaurant. In Texas, he shoots machine guns and dines with another rock legend, Ted Nugent.",15,31.854251,-110.993702,8,August,1,163,North America,4,No Reservations,https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt,Arizona,U.S. Southwest,2008
8/4/2008,"August 4, 2008",Phoenix,United States,4,"Tony travels through the US states of California, Arizona, New Mexico and Texas. In Phoenix, Arizona, Tony meets with rock legend Alice Cooper at Cooper's restaurant. In Texas, he shoots machine guns and dines with another rock legend, Ted Nugent.",15,33.448377,-112.074037,8,August,1,164,North America,4,No Reservations,https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt,Arizona,U.S. Southwest,2008
8/4/2008,"August 4, 2008",Indio,United States,4,"Tony travels through the US states of California, Arizona, New Mexico and Texas. In Phoenix, Arizona, Tony meets with rock legend Alice Cooper at Cooper's restaurant. In Texas, he shoots machine guns and dines with another rock legend, Ted Nugent.",15,33.720577,-116.215562,8,August,1,165,North America,4,No Reservations,https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt,California,U.S. Southwest,2008
8/4/2008,"August 4, 2008",Salton Sea,United States,4,"Tony travels through the US states of California, Arizona, New Mexico and Texas. In Phoenix, Arizona, Tony meets with rock legend Alice Cooper at Cooper's restaurant. In Texas, he shoots machine guns and dines with another rock legend, Ted Nugent.",15,33.328618,-115.843412,8,August,1,166,North America,4,No Reservations,https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt,California,U.S. Southwest,2008
8/4/2008,"August 4, 2008",Niland,United States,4,"Tony travels through the US states of California, Arizona, New Mexico and Texas. In Phoenix, Arizona, Tony meets with rock legend Alice Cooper at Cooper's restaurant. In Texas, he shoots machine guns and dines with another rock legend, Ted Nugent.",15,33.240037,-115.518876,8,August,1,167,North America,4,No Reservations,https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt,California,U.S. Southwest,2008
8/4/2008,"August 4, 2008",Palm Springs,United States,4,"Tony travels through the US states of California, Arizona, New Mexico and Texas. In Phoenix, Arizona, Tony meets with rock legend Alice Cooper at Cooper's restaurant. In Texas, he shoots machine guns and dines with another rock legend, Ted Nugent.",15,33.830296,-116.545292,8,August,1,168,North America,4,No Reservations,https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt,California,U.S. Southwest,2008
8/4/2008,"August 4, 2008",Bombay Beach,United States,4,"Tony travels through the US states of California, Arizona, New Mexico and Texas. In Phoenix, Arizona, Tony meets with rock legend Alice Cooper at Cooper's restaurant. In Texas, he shoots machine guns and dines with another rock legend, Ted Nugent.",15,33.350867,-115.729715,8,August,1,169,North America,4,No Reservations,https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt,California,U.S. Southwest,2008
8/4/2008,"August 4, 2008",Abiquiu,United States,4,"Tony travels through the US states of California, Arizona, New Mexico and Texas. In Phoenix, Arizona, Tony meets with rock legend Alice Cooper at Cooper's restaurant. In Texas, he shoots machine guns and dines with another rock legend, Ted Nugent.",15,36.207241,-106.31864,8,August,1,170,North America,4,No Reservations,https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt,New Mexico,U.S. Southwest,2008
8/4/2008,"August 4, 2008",Hatch,United States,4,"Tony travels through the US states of California, Arizona, New Mexico and Texas. In Phoenix, Arizona, Tony meets with rock legend Alice Cooper at Cooper's restaurant. In Texas, he shoots machine guns and dines with another rock legend, Ted Nugent.",15,32.665357,-107.153074,8,August,1,171,North America,4,No Reservations,https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt,New Mexico,U.S. Southwest,2008
